,Brand,Model,CPU,GPU,RAM_GB,Storage_Type,Storage_GB,Touchscreen,Weight_kg,Screen_Size_inch,Discount_percent,Price_SGD,Brand_Discount,Member_Discount
914,Microsoft,Surface Pro 8,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,16,SSD,512,FALSE,1.94,15.6,2.02,2649.20,100,185.44
915,Microsoft,Surface Go 3,Intel i9-14900HK,NVIDIA RTX 4070,128,SSD,256,TRUE,3.29,17.3,3.58,3839.60,100,230.38
916,Microsoft,Surface Book 3,AMD Ryzen 5 8600H,NVIDIA RTX 4050,32,SSD,512,FALSE,2.21,15.6,3.46,1927.20,100,134.9
917,Microsoft,Surface Laptop Studio,AMD Ryzen 5 8600H,NVIDIA RTX 3050,16,SSD,1024,FALSE,1.17,14,4.18,1650.40,100,99.02
918,Microsoft,Surface Laptop 5,Intel Core Ultra 7 15500H,Intel Arc A750M,64,SSD,1024,TRUE,1.62,16,6.1,2004.40,100,100.22
919,Microsoft,Surface Laptop Studio,AMD Ryzen 7 8800H,AMD Radeon 780M,128,SSD,256,FALSE,3.18,18.4,5.61,2869.60,100,143.48
920,Microsoft,Surface Book 3,AMD Ryzen 7 8800H,NVIDIA RTX 4070,128,SSD,1024,TRUE,3.14,17.3,3.15,3616.40,100,253.15
921,Microsoft,Surface Laptop Studio,Intel i7-14800H,NVIDIA RTX 4080,64,SSD,256,FALSE,1.94,15.6,6.08,3307.60,100,165.38
922,Microsoft,Surface Laptop Studio,Intel Core Ultra 7 15500H,NVIDIA RTX 4060,16,SSD,1024,FALSE,2.65,17.3,2.2,2000.40,100,120.02
923,Microsoft,Surface Laptop 5,Intel i5-14600H,NVIDIA RTX 3050,32,SSD,512,TRUE,2.57,17.3,4.71,1797.20,100,89.86
924,Microsoft,Surface Go 3,Intel i7-14700H,NVIDIA RTX 4070,8,SSD,256,FALSE,3.28,17.3,6.91,2459.60,100,122.98
925,Microsoft,Surface Book 3,Intel i5-14600H,NVIDIA RTX 3050,8,SSD,512,FALSE,2.48,16,2.97,1485.20,100,89.11
926,Microsoft,Surface Book 3,Intel i7-14700H,NVIDIA RTX 4070,128,SSD,2048,TRUE,1.94,16,6.9,3718.80,100,185.94
927,Microsoft,Surface Book 3,AMD Ryzen 7 8800H,NVIDIA RTX 4070,32,SSD,4096,FALSE,3.31,18.4,4.83,3035.60,100,151.78
928,Microsoft,Surface Book 3,Intel i5-14600H,NVIDIA RTX 3050,64,SSD,256,FALSE,1.61,15.6,5.52,1907.60,100,114.46
929,Microsoft,Surface Book 3,Intel i9-14900HK,NVIDIA RTX 4080,16,SSD,256,FALSE,3.32,17.3,3.5,3223.60,100,161.18
930,Microsoft,Surface Pro 8,AMD Ryzen 7 8800H,AMD Radeon 780M,8,SSD,4096,TRUE,2.81,17.3,2.33,2413.60,100,120.68
931,Microsoft,Surface Laptop 5,Intel i5-14500H,NVIDIA RTX 3050,32,SSD,2048,FALSE,2.41,15.6,4.66,1830.80,100,128.16
932,Microsoft,Surface Pro 8,Intel i7-14800H,NVIDIA RTX 4080,64,SSD,1024,FALSE,1.41,13.3,3.01,3354.40,100,234.81
933,Microsoft,Surface Pro 8,AMD Ryzen 7 8800H,NVIDIA RTX 4070,32,SSD,512,FALSE,2.11,16,2.21,2677.20,100,133.86
934,Microsoft,Surface Laptop 5,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,16,SSD,512,FALSE,1.07,13.3,3.14,2299.21,100,114.96
935,Microsoft,Surface Laptop Studio,Intel i7-14700H,NVIDIA RTX 4060,32,SSD,512,FALSE,1.45,13.3,2.64,2347.20,100,117.36
936,Microsoft,Surface Laptop Studio,Intel i7-14800H,NVIDIA RTX 4080,16,SSD,2048,TRUE,2.11,16,5.72,3222.80,100,161.14
937,Microsoft,Surface Go 3,Intel Core Ultra 7 15500H,Intel Arc A750M,128,SSD,4096,TRUE,3.28,17.3,4.81,2823.59,100,141.18
938,Microsoft,Surface Go 3,Intel i5-14600H,NVIDIA RTX 4050,16,SSD,1024,TRUE,1.99,15.6,6.16,1970.40,100,137.93
939,Microsoft,Surface Pro 8,AMD Ryzen 7 8800H,AMD Radeon 780M,128,SSD,4096,FALSE,1.12,14,6.14,3303.60,100,165.18
940,Microsoft,Surface Book 3,AMD Ryzen 5 8600H,AMD Radeon 680M,32,SSD,4096,FALSE,1.35,14,2.39,2005.60,100,100.28
941,Microsoft,Surface Book 3,AMD Ryzen 5 8600H,NVIDIA RTX 3050,64,SSD,4096,TRUE,3.21,17.3,3.7,2411.60,100,144.7
942,Microsoft,Surface Book 3,Intel i9-14900HK,NVIDIA RTX 4070,32,SSD,4096,TRUE,1.04,14,3.51,3505.60,100,210.34
943,Microsoft,Surface Laptop 5,Intel i5-14500H,NVIDIA RTX 3050,64,SSD,1024,FALSE,1.87,15.6,3.77,1984.40,100,99.22
944,Microsoft,Surface Pro 8,Intel i7-14700H,NVIDIA RTX 4070,128,SSD,256,TRUE,1.26,13.3,6.73,3589.60,100,179.48
945,Microsoft,Surface Book 3,Intel i7-14700H,NVIDIA RTX 4060,8,SSD,512,TRUE,1.08,13.3,2.17,2355.20,100,117.76
946,Microsoft,Surface Go 3,Intel Core Ultra 7 15500H,NVIDIA RTX 4060,32,SSD,1024,FALSE,2.06,15.6,4,2128.40,100,148.99
947,Microsoft,Surface Go 3,AMD Ryzen 5 8600H,AMD Radeon 680M,128,SSD,4096,TRUE,1.62,15.6,2.7,2923.60,100,204.65
948,Microsoft,Surface Laptop 5,AMD Ryzen 9 8900HX,AMD Radeon 780M,8,SSD,256,TRUE,2.83,17.3,2.18,2329.60,100,139.78
949,Microsoft,Surface Book 3,Intel i5-14600H,NVIDIA RTX 4050,16,SSD,512,TRUE,2.03,16,3.27,1919.20,100,134.34
950,Microsoft,Surface Pro 8,Intel i5-14500H,NVIDIA RTX 3050,8,SSD,256,FALSE,1.37,13.3,6.36,1429.60,100,71.48
951,Microsoft,Surface Pro 8,AMD Ryzen 7 8800H,NVIDIA RTX 4070,32,SSD,256,FALSE,1.1,14,6.46,2701.60,100,162.1
952,Microsoft,Surface Laptop 5,Intel i7-14700H,NVIDIA RTX 4060,64,SSD,256,TRUE,1.06,13.3,2.39,2777.60,100,194.43
953,Microsoft,Surface Pro 8,Intel i9-14900HK,NVIDIA RTX 4080,32,SSD,256,TRUE,1.01,13.3,3.49,3521.60,100,211.3
954,Microsoft,Surface Laptop Studio,Intel i7-14700H,NVIDIA RTX 4070,8,SSD,2048,FALSE,1.31,14,3.52,2608.80,100,130.44
955,Microsoft,Surface Go 3,AMD Ryzen 7 8800H,AMD Radeon 780M,16,SSD,1024,TRUE,1.22,13.3,3.18,2220.40,100,133.22
956,Microsoft,Surface Pro 8,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,64,SSD,1024,FALSE,3.31,17.3,5.32,2684.40,100,161.06
957,Microsoft,Surface Laptop 5,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,128,SSD,2048,FALSE,1.34,14,2.62,3268.80,100,163.44
958,Microsoft,Surface Laptop Studio,Intel i5-14600H,Intel Iris Xe,8,SSD,1024,FALSE,2,16,6.98,1536.40,100,76.82
959,Microsoft,Surface Go 3,AMD Ryzen 5 8600H,NVIDIA RTX 3050,128,SSD,512,FALSE,1.12,13.3,4.19,2495.20,100,124.76
960,Microsoft,Surface Go 3,Intel i9-14900HK,NVIDIA RTX 4070,64,SSD,2048,TRUE,1.11,14,5.49,3556.80,100,248.98
961,Microsoft,Surface Go 3,AMD Ryzen 9 8900HX,AMD Radeon 780M,128,SSD,4096,TRUE,3,18.4,5.8,3673.60,100,220.42
962,Microsoft,Surface Laptop 5,Intel Core Ultra 7 15500H,NVIDIA RTX 4060,16,SSD,256,FALSE,1.14,14,4.95,1973.60,100,118.42
963,Microsoft,Surface Book 3,Intel i7-14800H,NVIDIA RTX 4080,16,SSD,256,TRUE,1.59,15.6,5.2,3043.60,100,152.18
964,Microsoft,Surface Pro 8,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,32,SSD,1024,TRUE,1.02,13.3,3.35,3598.40,100,251.89
965,Microsoft,Surface Laptop 5,Intel i7-14800H,NVIDIA RTX 4080,32,SSD,1024,TRUE,1.92,16,5.43,3248.40,100,194.9
966,Microsoft,Surface Laptop Studio,Intel i5-14600H,NVIDIA RTX 3050,8,SSD,512,FALSE,1.15,14,6.8,1535.20,100,92.11
967,Microsoft,Surface Laptop Studio,Intel i7-14800H,NVIDIA RTX 4080,16,SSD,1024,FALSE,3.18,18.4,2.61,3000.40,100,210.03
968,Microsoft,Surface Go 3,AMD Ryzen 9 8900HX,AMD Radeon 780M,16,SSD,4096,FALSE,2.14,16,2.23,2657.60,100,159.46
969,Microsoft,Surface Laptop 5,Intel Core Ultra 7 15500H,Intel Arc A750M,16,SSD,2048,TRUE,1.77,16,5.35,1722.80,100,103.37
970,Microsoft,Surface Go 3,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,128,SSD,512,FALSE,1.75,16,6.75,3745.20,100,187.26
971,Microsoft,Surface Pro 8,Intel i9-14900HK,NVIDIA RTX 4070,32,SSD,512,FALSE,1.02,14,2.59,3027.20,100,151.36
972,Microsoft,Surface Book 3,Intel Core Ultra 9 15700H,Intel Arc A750M,32,SSD,2048,FALSE,1.32,13.3,6.11,1700.80,100,102.05
973,Microsoft,Surface Laptop Studio,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,128,SSD,256,TRUE,1.2,14,3.84,3889.60,100,194.48
974,Microsoft,Surface Book 3,AMD Ryzen 5 8600H,AMD Radeon 680M,16,SSD,4096,TRUE,2.7,18.4,6.41,2027.60,100,121.66
975,Microsoft,Surface Pro 8,AMD Ryzen 7 8800H,AMD Radeon 780M,32,SSD,1024,FALSE,2.06,16,2.68,2178.40,100,108.92
976,Microsoft,Surface Pro 8,Intel Core Ultra 7 15500H,Intel Arc A750M,16,SSD,4096,FALSE,1.73,15.6,6.74,1807.60,100,90.38
977,Microsoft,Surface Pro 8,AMD Ryzen 7 8800H,AMD Radeon 780M,16,SSD,256,TRUE,1.04,13.3,5.65,2143.60,100,128.62
978,Microsoft,Surface Laptop 5,Intel i5-14600H,NVIDIA RTX 4050,16,SSD,256,FALSE,3.33,18.4,5.98,1773.60,100,88.68
979,Microsoft,Surface Go 3,AMD Ryzen 7 8800H,NVIDIA RTX 4070,64,SSD,512,FALSE,2.24,15.6,5.52,2933.20,100,146.66
980,Microsoft,Surface Book 3,AMD Ryzen 9 8900HX,AMD Radeon 780M,16,SSD,256,TRUE,1.16,13.3,3.19,2443.60,100,146.62
981,Microsoft,Surface Go 3,Intel i7-14800H,NVIDIA RTX 4060,8,SSD,1024,FALSE,2.2,15.6,4.65,2236.40,100,156.55
982,Microsoft,Surface Book 3,Intel i5-14500H,NVIDIA RTX 3050,64,SSD,2048,TRUE,2.94,17.3,2.54,2206.80,100,110.34
983,Microsoft,Surface Laptop Studio,Intel i7-14700H,NVIDIA RTX 4070,64,SSD,1024,FALSE,1.12,14,6.21,3034.40,100,212.41
984,Microsoft,Surface Book 3,AMD Ryzen 5 8600H,AMD Radeon 680M,8,SSD,4096,FALSE,2.38,15.6,2.28,1843.60,100,92.18
985,Microsoft,Surface Pro 8,Intel i5-14500H,NVIDIA RTX 3050,32,SSD,4096,TRUE,2.13,15.6,6.58,2155.60,100,129.34
986,Microsoft,Surface Go 3,Intel i7-14700H,NVIDIA RTX 4070,8,SSD,512,TRUE,1.79,15.6,5.56,2605.20,100,130.26
987,Microsoft,Surface Book 3,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,64,SSD,1024,TRUE,1.24,14,3.64,3454.40,100,172.72
988,Microsoft,Surface Book 3,Intel i9-14900HK,NVIDIA RTX 4070,16,SSD,1024,FALSE,1.09,13.3,5.12,2950.40,100,147.52
989,Microsoft,Surface Pro 8,Intel i7-14700H,NVIDIA RTX 4070,16,SSD,256,FALSE,1.99,16,2.09,2523.60,100,126.18
990,Microsoft,Surface Laptop 5,Intel i7-14800H,NVIDIA RTX 4060,128,SSD,512,FALSE,1.36,14,2.24,3115.20,100,186.91
991,Microsoft,Surface Book 3,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,128,SSD,256,TRUE,3.3,17.3,5.84,3839.60,100,191.98
992,Microsoft,Surface Pro 8,AMD Ryzen 5 8600H,AMD Radeon 680M,8,SSD,512,TRUE,2.41,16,3.82,1605.20,100,112.36
993,Microsoft,Surface Laptop 5,AMD Ryzen 5 8600H,AMD Radeon 680M,128,SSD,512,FALSE,2.07,16,2.56,2445.20,100,122.26
994,Microsoft,Surface Go 3,Intel i5-14500H,NVIDIA RTX 4050,32,SSD,256,FALSE,1.96,16,6.53,1901.60,100,114.1
995,Microsoft,Surface Go 3,Intel i7-14800H,NVIDIA RTX 4070,32,SSD,512,FALSE,1.15,13.3,6.6,2727.19,100,136.36
996,Microsoft,Surface Go 3,Intel i9-14900HK,NVIDIA RTX 4070,8,SSD,256,TRUE,2.46,15.6,2.99,2879.60,100,201.57
997,Microsoft,Surface Book 3,AMD Ryzen 5 8600H,AMD Radeon 680M,64,SSD,4096,TRUE,3.13,18.4,5.17,2411.60,100,144.7
998,Microsoft,Surface Laptop 5,Intel i9-14900HK,NVIDIA RTX 4080,32,SSD,512,TRUE,2.12,16,2.65,3497.20,100,174.86
999,Microsoft,Surface Go 3,Intel i7-14700H,NVIDIA RTX 4060,16,SSD,1024,TRUE,1.05,14,3.99,2470.40,100,123.52
